tweet_author,overall_polarity
"chadi nabhan MD, MBA, FACP",negative
Matthews & Associates,negative
Cancer News,negative
Sanne v⭕n W💉ssen,positive
Blood Cancer UK,negative
Sanne v⭕n W💉ssen,negative
ISO.health,negative
Dr. Melody Davis,negative
Janssen EMEA,negative
Oncology Tube,negative
AJMC,negative
Teva Pharmaceuticals,negative
VJHemOnc,negative
ARB,negative
Medoinfo,negative
VJHemOnc,negative
Theodoros Moysiadis,negative
CLL Society Inc.,negative
iwCLL,negative
Oncologie Up-to-date,negative
"Raul Cordoba, MD, PhD",negative
"Raul Cordoba, MD, PhD",negative
Shoppingdealer,negative
No1 Doctor,negative
Financial Buzz,negative
Christopher Steer,negative
"chadi nabhan MD, MBA, FACP",negative
NeuroBrain,negative
IntoxicatedTrader,negative
Lung Cancer News,negative
Lymphoma Hub,negative
Lymphoma Hub,negative
"Pharmacyclics, an AbbVie Company",negative
JanssenUS,negative
"Pharmacyclics, an AbbVie Company",negative
Cancer News,negative
TEKGROUP Healthcare News,negative
satPRnews,negative
Adaptive Biotech,negative
"Matt Kalaycio, MD",positive
"Pharmacyclics, an AbbVie Company",negative
The ASCO Post,negative
Christopher Steer,negative
iwCLL,negative
MD Anderson Leukemia,negative
AJMC-Oncology,negative
AJMC-Oncology,negative
Anna Deveau,negative
Cancer News,negative
Janssen EMEA,negative
Paresh Sewpaul,negative
Paresh Sewpaul,negative
Bursatil Biotech,negative
AJMC-Oncology,negative
AJMC-Oncology,negative
Deborah Stephens,negative
AJMC-Oncology,negative
Fred Hutch,negative
Anna Deveau,negative
Deborah Stephens,negative
Paresh Sewpaul,negative
AJMC-Oncology,negative
MD Anderson Leukemia,negative
"chadi nabhan MD, MBA, FACP",negative
CLL Society Inc.,negative
Anna Deveau,negative
VJHemOnc,negative
SeqComplete,negative
TumorImmunoPapers,negative
TumorImmunoPapers,negative
Maya Daher,positive
Patient Power,negative
COPD News,negative
Anna Deveau,negative
Oncology Times,negative
"Pharmacyclics, an AbbVie Company",positive
Genentech,negative
Shelley Webb,negative
NYCDoc29,negative
CLL-seq,negative
The ASCO Post,negative
AIRR-seq papers,negative
AIRR-seq papers,negative
Virtute_USMLE,negative
Virtute_USMLE,negative
Virtute_USMLE,negative
Virtute_USMLE,negative
Virtute_USMLE,negative
VJHemOnc,negative
Mahmoud Turki,negative
A M Billah Sumon,negative
CureHuntr,negative
"chadi nabhan MD, MBA, FACP",negative
TrialBulletin,negative
"chadi nabhan MD, MBA, FACP",negative
"chadi nabhan MD, MBA, FACP",negative
Patient Power,negative
"chadi nabhan MD, MBA, FACP",negative
DrugGenius,negative
DrugGenius,negative
VJHemOnc,negative
COPD News,negative
Medoinfo,negative
Medoinfo,negative
DrugGenius,negative
VJHemOnc,negative
CLL Society Inc.,negative
"Holly Bertone, CNHP, PMP",negative
the limbic,negative
the limbic,negative
"chadi nabhan MD, MBA, FACP",negative
Andrew Schorr,positive
Shelley Webb,negative
Andrew Schorr,positive
Leukaemia Care,positive
"chadi nabhan MD, MBA, FACP",negative
A M Billah Sumon,negative
A M Billah Sumon,negative
A M Billah Sumon,negative
KnotGrumpy,negative
MerMer Goodburn 🌈🇪🇺🩸,negative
Oncology Tube,negative
Andrew Schorr,negative
Oncology Board,negative
Oncology Tube,negative
Anna Deveau,negative
EBioMedicine – Published by The Lancet,negative
A M Billah Sumon,negative
Just Cancer News,negative
CCDT,negative
Jerry Lee,negative
"Raul Cordoba, MD, PhD",negative
"Raul Cordoba, MD, PhD",negative
GEDEFO,negative
"chadi nabhan MD, MBA, FACP",negative
"Holly Bertone, CNHP, PMP",negative
Oncology Tube,negative
Oncology Tube,negative
Dana-Farber,negative
Oncology Tube,negative
Patient Power,negative
Andrew Schorr,negative
Blood Advances,negative
COPD News,negative
DrugGenius,negative
Oncology Tube,negative
Shelley Webb,negative
Oncology Tube,negative
Heather DelaCruz,negative
MPLN,negative
Betty Copeland,negative
VJHemOnc,negative
Oncotarget,negative
"SLIMS by Genohm, A part of Agilent",negative
VJHemOnc,negative
Business News,negative
"Raul Cordoba, MD, PhD",positive
"Raul Cordoba, MD, PhD",negative
"Raul Cordoba, MD, PhD",negative
"Holly Bertone, CNHP, PMP",negative
Oncology Tube,negative
Andrew Schorr,negative
TumorImmunoPapers,negative
Leukaemia Care,positive
"Susannah Koontz, PharmD, BCOP 😷",positive
iwCLL,negative
Georges Azzi,negative
MediCom Oncology,negative
MPLN,negative
Paul Brennan (He/His),negative
Mednet (was: Medidact),negative
"chadi nabhan MD, MBA, FACP",negative
Oncology Tube,negative
VJHemOnc,positive
"chadi nabhan MD, MBA, FACP",negative
MRR,negative
Oncology Tube,negative
MsPrissySis,negative
BloodWork,negative
Shelley Webb,negative
iwCLL,negative
Cancer Medicine,negative
"CancerNetwork®, Home of the Journal ONCOLOGY®",negative
VJHemOnc,negative
Elizabeth Evans,negative
Duane Hassane,negative
Francesco Turturro,negative
Pathowitter,negative
医学英単語bot,negative
PharmaFactz,negative
VJHemOnc,negative
AlfonsoValencia,negative
AlfonsoValencia,negative
Grupo PK.gen SEFH,negative
AlfonsoValencia,negative
Press Releases,positive
Press Releases,positive
satPRnews,positive
VJHemOnc,negative
R&G Disease Network,negative
Dr Becs,negative
Dr Becs,negative
Dr Becs,positive
Les Gallien,negative
VJHemOnc,negative
"chadi nabhan MD, MBA, FACP",negative
VJHemOnc,negative
DrugGenius,negative
Shelley Webb,negative
Managing Myeloma,negative
The Medical Ed Cons.,negative
Shelley Webb,negative
susanna sargsyan,negative
ActiveVoice Health,negative
ActiveVoice Health,negative
"Holly Bertone, CNHP, PMP",negative
Matthews & Associates,positive
Blood Cancer UK,negative
Matthews & Associates,negative
Oncology Tube,negative
VJHemOnc,negative
Cancer Papers,negative
Cancer Papers,negative
Cancer Papers,negative
VJHemOnc,negative
CancerWallonia,negative
Managing Myeloma,negative
Dennis Blomberg,negative
Te Ha,negative
Te Ha,negative
Jennifer Bergman,negative
Sandy D.,negative
Emrah TAŞKIN,negative
VJHemOnc,negative
iwCLL,negative
Kevin Ellis,positive
Patient Power,negative
Welty,positive
Rhia Steele@ravishingrhia.com,negative
Milton Donald,negative
Oncology Tube,negative
AKchongungthu,negative
Oncology Tube,negative
tangerine McDaniel,negative
tangerine McDaniel,negative
circa1835,negative
VJHemOnc,negative
Mike Paetzold,negative
Melanie,negative
Margaret Walker,negative
Cancer Papers,negative
医学英単語bot,negative
"Holly Bertone, CNHP, PMP",negative
Shelley Webb,negative
Marta Crespo,negative
"𝓑𝓲𝓮𝓷𝓪,𝓡𝓜𝓣 🌷",negative
"𝓑𝓲𝓮𝓷𝓪,𝓡𝓜𝓣 🌷",negative
"Cryoport, Inc.",negative
VJHemOnc,negative
Oncology Tube,negative
VJHemOnc,negative
"Holly Bertone, CNHP, PMP",negative
Cancer News,negative
Tinu Abayomi-Paul,negative
Cancer News,negative
COPD News,negative
DrugGenius,negative
DrugGenius,negative
Cancer Papers,negative
VJHemOnc,negative
Oncology Tube,negative
"Pat Euglow, Legacy Newbie",negative
🅾 Jaksic,negative
iwCLL,negative
Shelley Webb,negative
Sandy D.,negative
VJHemOnc,negative
VJHemOnc,negative
Anna Deveau,negative
VJHemOnc,negative
日本人向けUSMLE対策bot,negative
VJHemOnc,negative
Oncology Tube,negative
Oncology Tube,negative
MediCom Oncology,negative
Papers Wanted,negative
Lymphomation.org,negative
VJHemOnc,negative
MDedge Hematology & Oncology,positive
Andrew Schorr,negative
satPRnews,negative
(((Rich Stein)))Stay safe😷🦠 & be kind,negative
Endocrine News,negative
"Thomas LeBlanc, MD, MA, MHS, FAAHPM",negative
VPO/PR Newswire,negative
Dylan Jones,negative
VJHemOnc,positive
Cancer Papers,negative
Jose Donahue,negative
EIN Presswire: Lung Cancer Newswire,negative
OccuWorld 🏴,negative
Nor Hafizah,negative
Basu Gopal 😷 👐💦 🧍🚧🧍 👉🏠,negative
"chadi nabhan MD, MBA, FACP",positive
"chadi nabhan MD, MBA, FACP",negative
Oncology Tube,negative
Andrew Schorr,positive
STAT,negative
James C Whitfield,negative
Mahmoud Turki,negative
iwCLL,negative
Lymphoma Research Foundation,negative
Lymphoma Hub,negative
Melin Gruffydd,negative
"Jason Westin, MD FACP",negative
VJHemOnc,negative
Mike Paetzold,negative
VJHemOnc,negative
Tinu Abayomi-Paul,negative
Tapan Kadia,negative
COPD News,negative
COPD News,negative
CRO Contract Res.,negative
DrugGenius,negative
ASH,negative
Shelley Webb,negative
Portland Press,negative
"Holly Bertone, CNHP, PMP",negative
VJHemOnc,negative
Jennifer Bergman,negative
circa1835,negative
Oncology Tube,negative
VJHemOnc,negative
Portland Press,negative
VJHemOnc,negative
VJHemOnc,negative
Sam,negative
Patient Power,negative
Cassi Schmigotzki,negative
Cassi Schmigotzki,negative
Shelley Webb,negative
"Darcy Burbage, DNP, RN, AOCN",negative
Shelley Webb,negative
Andrew Schorr,negative
Oncology Tube,negative
iwCLL,negative
Becky Burns,negative
James C Whitfield,negative
Danvantri Farma,negative
ASH Clinical News,negative
"Raul Cordoba, MD, PhD",negative
Sandy D.,negative
"Holly Bertone, CNHP, PMP",negative
VJHemOnc,negative
NeuroBrain,negative
Milton Donald,negative
Business Wire-Health,negative
Patient Power,negative
SeparatriX,negative
Christopher Steer,negative
Christopher Steer,negative
Christopher Steer,negative
Christopher Steer,negative
"Raul Cordoba, MD, PhD",negative
Christopher Steer,negative
VJHemOnc,negative
NK cell Biology,negative
Portland Press,negative
Cancer Papers,negative
NK papers,negative
"Raul Cordoba, MD, PhD",negative
ClinChemINFO,negative
Christopher Steer,negative
Tanya Wildes MD,negative
Christopher Steer,negative
DrugGenius,negative
MD Anderson Cancer Center,negative
Doctors*Overseas,negative
DrugGenius,negative
Oncology Tube,negative
TrialBulletin,negative
Oncology Tube,negative
CureHuntr,negative
SPI News,negative
VJHemOnc,negative
SPI News,negative
Portland Press,negative
Cancer Cell,negative
MarketBeat,negative
Oncology Tube,negative
Oncology Tube,negative
Portland Press,negative
Shelley Webb,negative
MedPage Today,negative
iwCLL,negative
"CancerNetwork®, Home of the Journal ONCOLOGY®",negative
CLG Na Fianna,positive
Stefano Arganese,positive
"Holly Bertone, CNHP, PMP",negative
Market Research,negative
Mark Research new,negative
Tinu Abayomi-Paul,negative
Swapnil Devale,negative
Lymphoma Hub,negative
Hamza Mujagic,negative
Swapnil Devale,negative
LRA: New articles,negative
MediCom Oncology,negative
iwCLL,negative
Oncology Tube,negative
Oncology Tube,negative
Shelley Webb,negative
Oncology Tube,negative
CARE™ Education,positive
Pathowitter,negative
HN Fotografía,negative
VJHemOnc,negative
VJHemOnc,negative
MediCom Oncology,negative
VJHemOnc,negative
Biocomputing,negative
Portland Press,negative
VJHemOnc,negative
EurekaMag,negative
HN Fotografía,negative
Cancer Agent,negative
HN Fotografía,negative
🌸ʝєиѕє 🦋мσяαℓєѕ☁️,negative
HN Fotografía,negative
Christopher Calapai,negative
Andrew Schorr,negative
HN Fotografía,negative
satPRnews,positive
healpal.me,positive
National Comprehensive Cancer Network (NCCN),negative
Rhia Steele@ravishingrhia.com,negative
Prof John,negative
Medthority,positive
PeerView,negative
Scott Merville,positive
VJHemOnc,negative
VJHemOnc,negative
BizPR,positive
医学英単語bot,negative
Job Offer International,negative
HN Fotografía,negative
HN Fotografía,negative
VJHemOnc,negative
Oncology Tube,negative
Roche,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,positive
Celia Marín,positive
VJHemOnc,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
NK cell Biology,negative
Cancer Papers,negative
NK papers,negative
Charlotte Roffiaen,positive
CancerWallonia,positive
Zack Pemberton-Whiteley,negative
Shelley Webb,negative
Charlotte Roffiaen,negative
Zack Pemberton-Whiteley,negative
Oncology Tube,negative
"Holly Bertone, CNHP, PMP",negative
VJHemOnc,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
AEAL,negative
AEAL,negative
CRO Contract Res.,negative
AEAL,negative
DrugGenius,negative
Medibooks,negative
AEAL,negative
AEAL,negative
Zack Pemberton-Whiteley,negative
CML AdvocatesNetwork,positive
Zack Pemberton-Whiteley,negative
Charlotte Roffiaen,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Johan Kullbäck ⛳️,negative
"Jose Sandoval S, MD FACP",positive
"Lazy Intern Doctor, MD",negative
HemOnc Today,positive
The ONC,negative
"Holly Bertone, CNHP, PMP",negative
"Mike Thompson, MD, PhD, FASCO",negative
"Mike Thompson, MD, PhD, FASCO",negative
"Mike Thompson, MD, PhD, FASCO",negative
"Mike Thompson, MD, PhD, FASCO",negative
Andrew Schorr,negative
Patient Power,negative
VJHemOnc,negative
Blood Journal,negative
Roche,negative
Patient Power,negative
CML AdvocatesNetwork,negative
ACS Journal Cancer,negative
Shelley Webb,negative
Zack Pemberton-Whiteley,positive
Treatment Planner,positive
Blood Journal,negative
CML AdvocatesNetwork,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Charlotte Roffiaen,negative
MDedge Hematology & Oncology,negative
Alyssa Howard,negative
CML AdvocatesNetwork,negative
Zack Pemberton-Whiteley,negative
CML AdvocatesNetwork,negative
CML AdvocatesNetwork,positive
VJHemOnc,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
CML AdvocatesNetwork,negative
Zack Pemberton-Whiteley,negative
Zack Pemberton-Whiteley,negative
Celia Marín,negative
Zack Pemberton-Whiteley,negative
Bentham Science,negative
VJHemOnc,negative
CML AdvocatesNetwork,negative
Celia Marín,negative
CML AdvocatesNetwork,negative
Algenome,negative
Лечение рака,negative
"Raul Cordoba, MD, PhD",negative
Anna Deveau,negative
Shelley Webb,negative
CureClick,negative
Zack Pemberton-Whiteley,negative
Francesco Turturro,negative
Francesco Turturro,negative
ACS Journal Cancer,negative
Matthews & Associates,negative
Matthews & Associates,negative
VJHemOnc,negative
Francesco Turturro,negative
Francesco Turturro,negative
Cancer Papers,negative
Hematopoiesis News,negative
Lymphoma Hub,negative
Sophie Fagg,negative
"Pat Euglow, Legacy Newbie",positive
TumorImmunoPapers,negative
Decision Resources Group,negative
VJHemOnc,negative
Blood Journal,negative
VJHemOnc,negative
Shelley Webb,negative
Decision Resources Group,negative
Portland Press,negative
MPLN,negative
DrugGenius,negative
DrugGenius,negative
Oncology Board,negative
Oncology Tube,negative
Tinu Abayomi-Paul,negative
Oncology Tube,negative
Oncology Tube,negative
M3 Community,negative
Health&Wealth,negative
VJHemOnc,negative
Oncology Tube,negative
JNCI,negative
Elma Research,positive
"Holly Bertone, CNHP, PMP",negative
"Jason Westin, MD FACP",negative
Andrew Merron,negative
VJHemOnc,negative
Medibooks,negative
varsome,negative
Muzaffar Qazilbash,negative
Tapan Kadia,negative
Andrew Schorr,negative
Shelley Webb,negative
Sarah Sunshine,negative
TumorImmunoPapers,negative
iwCLL,negative
Nicolas Robine,negative
"Raul Cordoba, MD, PhD",negative
Javier Martinez Peromingo,negative
Rhia Steele@ravishingrhia.com,negative
Blood Cancer UK,positive
Carlos Llavador,negative
ASH,negative
Oncology Tube,negative
Oncology Tube,negative
CancerWallonia,positive
VJHemOnc,negative
BizPR,negative
BizPR,negative
Portland Press,negative
VJHemOnc,negative
VJHemOnc,negative
BloodWork,negative
Lymphoma Hub,negative
SPI News,negative
circa1835,negative
VJHemOnc,negative
VJHemOnc,negative
VJHemOnc,negative
VJHemOnc,negative
